"λ,n (nm)",n,"λ,k (nm)",k,α (cm⁻¹),Reference,Details
1224,1.47793567,1224,0.0000103574,1.0633572467415335,,
1225,1.477875,1225,0.0000096559,0.990527494001557,,
1226,1.477791,1226,0.00000895779,0.9181640214159907,,
1227,1.47766411,1227,0.00000832792,0.8529073281722416,,
1228,1.477713,1228,0.00000774834,0.7929031928832553,,
1229,1.4777292,1229,0.00000722895,0.7391510565717797,,
1230,1.47760212,1230,0.00000675982,0.690621165905345,,
1231,1.47758853,1231,0.00000633205,0.6463922587217953,,
1232,1.477772,1232,0.00000593882,0.6057582234737707,,
1233,1.477716,1233,0.00000556938,0.5676147053706382,,
1234,1.477632,1234,0.00000523462,0.5330646267855497,,
1235,1.47756279,1235,0.00000495889,0.5045769196424256,,
1236,1.477578,1236,0.00000468968,0.4767981953296757,,
1237,1.47749388,1237,0.00000445018,0.45208254794348346,,
1238,1.477559,1238,0.00000422606,0.42896798221743715,,
1239,1.477665,1239,0.00000402551,0.4082812798370378,,
1240,1.47757363,1240,0.00000382237,0.3873654681065167,,
1241,1.47749221,1241,0.00000365521,0.3701267005101675,,
1242,1.47745609,1242,0.00000348779,0.35288938619207555,,
1243,1.47736156,1243,0.00000333399,0.33705674951381615,,
1244,1.4774797,1244,0.00000319579,0.3228254143542034,,
1245,1.47741282,1245,0.00000304841,0.30769036019693696,,
1246,1.47756279,1246,0.00000292457,0.29495369588793263,,
1247,1.47734,1247,0.00000281952,0.28413098055010405,,
1248,1.47739887,1248,0.00000270869,0.2727436091298762,,
1249,1.47732258,1249,0.0000026188,0.26348127593982223,,
1250,1.47739291,1250,0.00000251012,0.252344785652122,,
1251,1.4773916,1251,0.0000024212,0.2432110034491321,,
1252,1.477269,1252,0.00000233794,0.23465990825986327,,
1253,1.47736752,1253,0.00000226034,0.226690104983724,,
1254,1.47721314,1254,0.00000219266,0.21972709881404134,,
1255,1.47726321,1255,0.00000210963,0.21123818676629916,,
1256,1.47723746,1256,0.0000020545,0.20555420722293727,,
1257,1.477315,1257,0.00000198829,0.19877159131920602,,
1258,1.47724283,1258,0.00000193044,0.19283485285201526,,
1259,1.47718692,1259,0.00000186759,0.18640848368285184,,
1260,1.47719836,1260,0.00000181761,0.1812758800981379,,
1261,1.47728288,1261,0.00000177022,0.1764095209274456,,
1262,1.47714674,1262,0.00000172361,0.1716285424296007,,
1263,1.4770031,1263,0.00000167983,0.16713670901915256,,
1264,1.47718239,1264,0.00000164231,0.16327433642142575,,
1265,1.47712708,1265,0.0000015998,0.15892236923993522,,
1266,1.477108,1266,0.00000157143,0.15598081970396868,,
1267,1.477036,1267,0.00000152383,0.1511366419359032,,
1268,1.47705889,1268,0.00000149629,0.14828812844289815,,
1269,1.47710431,1269,0.00000148047,0.1466046863943288,,
1270,1.47705579,1270,0.00000143943,0.1424284319167482,,
1271,1.47714162,1271,0.00000141732,0.1401303571923174,,
1272,1.47715473,1272,0.00000140046,0.13835455495743276,,
1273,1.47718751,1273,0.00000137887,0.1361146225374818,,
1274,1.47700846,1274,0.00000135725,0.13387524738099674,,
1275,1.47699392,1275,0.00000133011,0.13109533504208062,,
1276,1.47701538,1276,0.00000131528,0.12953209985622519,,
1277,1.47696638,1277,0.0000012825,0.12620493588814127,,
1278,1.47690368,1278,0.00000127276,0.1251484652827213,,
1279,1.4769851,1279,0.0000012469,0.12250983204882294,,
1280,1.47702062,1280,0.00000124159,0.12189281321157973,,
1281,1.47700453,1281,0.00000122485,0.12015549607336326,,
1282,1.477024,1282,0.00000120168,0.11779061029534423,,
1283,1.47704864,1283,0.00000118356,0.11592403432837835,,
1284,1.47694445,1284,0.00000117768,0.11525828150403823,,
1285,1.4769429,1285,0.00000115965,0.11340538274662734,,
1286,1.47701931,1286,0.00000115248,0.11261656925067388,,
1287,1.47686827,1287,0.0000011376,0.11107617102482514,,
1288,1.47699547,1288,0.00000111883,0.10915863691353629,,
1289,1.47685993,1289,0.00000109533,0.10678295364643936,,
1290,1.476905,1290,0.00000108338,0.10553608214096466,,
1291,1.4769454,1291,0.00000108571,0.10568113276309758,,
1292,1.47687054,1292,0.00000107023,0.104093706057319,,
1293,1.4768858,1293,0.00000106257,0.10326874264268852,,
1294,1.47680664,1294,0.00000104568,0.10154870497699459,,
1295,1.47683311,1295,0.0000010393,0.10085118903091496,,
1296,1.47672749,1296,0.00000102317,0.09920936282016878,,
1297,1.4767369,1297,0.00000101208,0.09805838374233335,,
1298,1.47682667,1298,0.00000100595,0.09738937226128361,,
1299,1.47679985,1299,9.90485e-7,0.0958183340874792,,
1300,1.47670984,1300,0.00000100034,0.09669725523360043,,
1301,1.47680235,1301,9.95879e-7,0.09619204151466101,,
1302,1.47681141,1302,9.78232e-7,0.09441494515227192,,
1303,1.47680867,1303,9.74125e-7,0.09394639888497797,,
1304,1.4765352,1304,9.42516e-7,0.0908282620089214,,
1305,1.47674906,1305,9.29534e-7,0.0895085727405957,,
1306,1.47676718,1306,9.13273e-7,0.08787539808642912,,
1307,1.476862,1307,9.02951e-7,0.08681573766339885,,
1308,1.47675347,1308,8.94724e-7,0.08595897080704815,,
1309,1.47676432,1309,8.84861e-7,0.08494645735823127,,
1310,1.47678733,1310,8.85344e-7,0.08492794523052831,,
1311,1.4766382,1311,8.62909e-7,0.0827126948929524,,
1312,1.47656357,1312,8.48721e-7,0.08129072129717631,,
1313,1.47653687,1313,8.42583e-7,0.08064135758841276,,
1314,1.47652888,1314,8.26523e-7,0.07904409695047175,,
1315,1.47662365,1315,8.2079e-7,0.07843613183695715,,
1316,1.47663939,1316,8.13731e-7,0.07770247208505399,,
1317,1.47664046,1317,8.05682e-7,0.07687546400393414,,
1318,1.47653162,1318,8.02535e-7,0.07651708832317707,,
1319,1.47654951,1319,7.99825e-7,0.0762008898910525,,
1320,1.47657406,1320,7.94584e-7,0.07564421991090886,,
1321,1.47649121,1321,7.90625e-7,0.07521034645706072,,
1322,1.47658587,1322,7.92472e-7,0.07532902309759791,,
1323,1.47655272,1323,7.87902e-7,0.07483800861522918,,
1324,1.47644007,1324,7.90661e-7,0.07504334710211358,,
1325,1.47653365,1325,8.05251e-7,0.0763704339893082,,
1326,1.47647882,1326,7.95535e-7,0.07539206370055976,,
1327,1.47660065,1327,8.00733e-7,0.07582748787601856,,
1328,1.47657681,1328,8.08951e-7,0.07654802767211195,,
1329,1.476331,1329,8.11256e-7,0.07670837892492524,,
1330,1.4763993,1330,8.20851e-7,0.07755727733208526,,
1331,1.476415,1331,8.191e-7,0.07733369023457251,,
1332,1.47635233,1332,8.49086e-7,0.08010457477074905,,
1333,1.47637272,1333,8.57696e-7,0.08085615761780499,,
1334,1.4764334,1334,8.66132e-7,0.08159022273580314,,
1335,1.47631347,1335,8.95441e-7,0.0842879660621153,,
1336,1.476373,1336,9.07231e-7,0.08533383966194376,,
1337,1.47629023,1337,9.47924e-7,0.08909472175202546,,
1338,1.476367,1338,9.758e-7,0.09164622156570763,,
1339,1.47639942,1339,0.00000102406,0.09610692674638277,,
1340,1.47646856,1340,0.00000107911,0.10119773278851586,,
1341,1.47642851,1341,0.0000011394,0.10677198119314572,,
1342,1.47643137,1342,0.00000121422,0.11369849871361548,,
1343,1.47629869,1343,0.0000012971,0.12136887061716518,,
1344,1.47640038,1344,0.00000140188,0.13107547348852558,,
1345,1.47630155,1345,0.00000150546,0.14065552643191942,,
1346,1.47631729,1346,0.00000163238,0.15240038680139398,,
1347,1.47623742,1347,0.00000176644,0.1647939102303535,,
1348,1.476292,1348,0.000001876,0.17488509846096295,,
1349,1.47626936,1349,0.00000199196,0.18555750636752333,,
1350,1.476113,1350,0.00000206172,0.19191361202249327,,
1351,1.47618377,1351,0.00000209731,0.19508197448705875,,
1352,1.47618759,1352,0.00000208553,0.1938427729834651,,
1353,1.47595775,1353,0.00000205137,0.19052679739229844,,
1354,1.476041,1354,0.00000202288,0.18774194821547185,,
1355,1.47588646,1355,0.00000199698,0.1852014080403172,,
1356,1.47573364,1356,0.00000200049,0.18539010877816653,,
1357,1.47580183,1357,0.00000205096,0.1899272179456602,,
1358,1.47585654,1358,0.00000211032,0.19528028891674853,,
1359,1.47587752,1359,0.00000220907,0.20426778758691994,,
1360,1.47572625,1360,0.00000230929,0.213377897029658,,
1361,1.47555912,1361,0.00000238965,0.22064090770465392,,
1362,1.47553182,1362,0.00000250086,0.2307396006947597,,
1363,1.47552133,1363,0.00000263873,0.24328143163043267,,
1364,1.47571385,1364,0.00000280385,0.2583153830430423,,
1365,1.47568381,1365,0.00000300803,0.27692322197150787,,
1366,1.47608745,1366,0.00000324391,0.298420024155387,,
1367,1.4758631,1367,0.00000347725,0.31965188162970326,,
1368,1.47565818,1368,0.00000371855,0.3415838994738692,,
1369,1.47603393,1369,0.00000398548,0.3658365139234199,,
1370,1.4759028,1370,0.00000425307,0.3901142618161501,,
1371,1.47590292,1371,0.00000452989,0.41520260089189986,,
1372,1.47595263,1372,0.00000479262,0.4389638420830179,,
1373,1.47614431,1373,0.00000503203,0.46055611014256215,,
1374,1.476265,1374,0.0000052751,0.48245168579189274,,
1375,1.47652328,1375,0.0000055068,0.5032762887211135,,
1376,1.47623312,1376,0.00000575452,0.5255336557248703,,
1377,1.47612286,1377,0.00000601876,0.5492662948357329,,
1378,1.47611046,1378,0.00000633378,0.5775952603034532,,
1379,1.47604716,1379,0.00000666126,0.6070185780899651,,
1380,1.47587,1380,0.00000699509,0.6369774885565052,,
1381,1.47581375,1381,0.00000737797,0.6713563026909742,,
1382,1.47563207,1382,0.00000779513,0.7088024064190276,,
1383,1.47570252,1383,0.00000823524,0.7482796669428433,,
1384,1.47582173,1384,0.00000871336,0.7911510914474901,,
1385,1.47592318,1385,0.00000921657,0.836237071575338,,
1386,1.47599018,1386,0.00000973544,0.8826778292486066,,
1387,1.47620189,1387,0.0000102506,0.928715491128696,,
1388,1.47608423,1388,0.0000107887,0.9767637078323979,,
1389,1.47617674,1389,0.00001132,1.0241275403495023,,
1390,1.47639132,1390,0.0000117964,1.0664599591023494,,
1391,1.47629452,1391,0.0000122483,1.1065181681945035,,
1392,1.47621572,1392,0.0000125466,1.1326524824002786,,
1393,1.47604108,1393,0.0000126119,1.137730147532207,,
1394,1.476268,1394,0.0000123381,1.1122319747275817,,
1395,1.475943,1395,0.000011686,1.0526925232931992,,
1396,1.47557485,1396,0.0000108596,0.9775484120608515,,
1397,1.47598732,1397,0.0000101546,0.9134321191164757,,
1398,1.47637248,1398,0.00000973483,0.875046363718041,,
1399,1.47608018,1399,0.00000949674,0.8530346995583226,,
1400,1.47577274,1400,0.00000927787,0.8327796637988895,,
